# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.152286529965356,0.6518211039275126,0.07285252338073074,0,1.0,0.20604244870660715,0.0,0.0,0.0
 0.15527468452722676,2.164341634047796,0.6518364321983344,0.07285252338073074,0.15527468452722676,1.0,0.20604244870660715,0.0,2.205672097824353,0.0
 0.22009054056373117,2.1765063569466396,0.6518822530720744,0.2158150485370487,0.22009054056373117,1.0,0.19894559269077094,0.0,2.7817352692589967,0.0
 0.27016149405934425,2.188779814639174,0.6519583206406445,0.35509918584122263,0.27016149405934425,1.0,0.19216460481705716,0.0,3.1944470094730035,0.0
 0.3126511769536548,2.201161123102687,0.6520643889959568,0.49083022629640916,0.3126511769536548,1.0,0.1856819734921541,0.0,3.5115002869505827,0.0
 0.3503266847558995,2.213649398314465,0.6522002122299232,0.6231277827550004,0.3503266847558995,1.0,0.17948132958835253,0.0,3.7628699614649723,0.0
 0.38460326601411854,2.2262437562517956,0.6523655444344556,0.752106100753266,0.38460326601411854,1.0,0.17354736150953645,0.0,3.965445766213794,0.0
 0.41631930908466513,2.238943312891965,0.6525601397014659,0.8778743494684194,0.41631930908466513,1.0,0.1678657366511386,0.0,4.130022292123657,0.0
 0.4460195228069476,2.2517471842122614,0.6527837521228661,1.000536894222283,0.4460195228069476,1.0,0.1624230298200435,0.0,4.2640643383011545,0.0
 0.4740811673197106,2.264654486189971,0.6530361357905683,1.12019355186324,0.4740811673197106,1.0,0.15720665745013862,0.0,4.373020583122426,0.0
 0.5007781096655218,2.2776643348023815,0.6533170447964842,1.236939830247905,0.5007781096655218,1.0,0.15220481694943278,0.0,4.461027123694285,0.0
 0.5263164710200818,2.290775846026779,0.6536262332325259,1.3508671529453031,0.5263164710200818,1.0,0.14740643117273097,0.0,4.531318025739556,0.0
 0.5508558912535162,2.3039881358404513,0.6539634551906053,1.4620630701902622,0.5508558912535162,1.0,0.14280109734615573,0.0,4.58648097044924,0.0
 0.5745229221560331,2.3173003202206854,0.6543284647626344,1.57061145705169,0.5745229221560331,1.0,0.13837903975788513,0.0,4.6286247724517535,0.0
 0.5974198403223241,2.330711515144768,0.6547210160405251,1.6765926996889853,0.5974198403223241,1.0,0.1341310663601908,0.0,4.659493763700621,0.0
 0.619630658937798,2.3442208365899866,0.6551408631161894,1.7800838705144715,0.619630658937798,1.0,0.13004852878406284,0.0,4.680548593034667,0.0
 0.6412253546207015,2.3578274005336284,0.6555877600815391,1.8811588930100973,0.6412253546207015,1.0,0.12612328534405254,0.0,4.69302494918272,0.0
 0.6622629167374006,2.3715303229529803,0.6560614610284863,1.9798886968937472,0.6622629167374006,1.0,0.12234766677812467,0.0,4.697977282704376,0.0
 0.6827935965558916,2.3853287198253286,0.656561720048943,2.0763413642794952,0.6827935965558916,1.0,0.11871444486579937,0.0,4.696312040947655,0.0
 0.7028605985616659,2.399221707127962,0.657088291234821,2.170582267424934,0.702860598561666,1.0000000000000056,0.11521680307825873,0.0,4.688813389570848,0.0
 0.7225013740722467,2.4132084008381653,0.6576409286780324,2.2626741986205,0.7225013740722468,1.0,0.11184830957681409,0.0,4.676163433380438,0.0
 0.7417486256677713,2.4272879169332278,0.6582193864704888,2.352677492724566,0.7417486256677714,1.0,0.10860289219362362,0.0,4.6589583341718965,0.0
 0.7606310976268104,2.441459371390435,0.6588234187041027,2.440650142827898,0.7606310976268105,1.0,0.10547481542589897,0.0,4.63772131452889,0.0
 0.7791742055050525,2.455721880187075,0.6594527794707857,2.52664790947243,0.7791742055050525,0.999999999999994,0.10245865847656287,0.0,4.612913264960447,0.0
 0.7974005430818351,2.4700745593004343,0.6601072228624497,2.6107244238520173,0.7974005430818352,1.000000000000006,0.09954929582465116,0.0,4.584941478809697,0.0
 0.8153302946150761,2.4845165247078,0.6607865029710068,2.692931285361526,0.8153302946150762,1.0,0.09674187822332239,0.0,4.554166908149611,0.0
 0.8329815731257266,2.499046892386459,0.6614903738883691,2.773318153841263,0.8329815731257267,1.0,0.09403181566427582,0.0,4.520910239471371,0.0
 0.8503707002829287,2.513664778313699,0.6622185897064482,2.8519328368617276,0.8503707002829288,1.0,0.09141476143898171,0.0,4.485457016002621,0.0
 0.8675124397330762,2.528369298466807,0.6629709045171562,2.928821372344881,0.8675124397330763,1.0,0.08888659704276708,0.0,4.448061983826419,0.0
 0.8844201929809041,2.543159568823069,0.663747072412405,3.0040281067984616,0.8844201929809042,1.0,0.08644341843844511,0.0,4.408952802134302,0.0
 0.9011061648991165,2.5580347053597734,0.6645468474841068,3.0775957694435987,0.9011061648991167,1.0,0.08408152315790193,0.0,4.368333226064864,0.0
 0.9175815044167649,2.5729938240542065,0.6653699838241732,3.1495655424692415,0.9175815044167649,0.9999999999999932,0.08179739788224312,0.0,4.326385851412114,0.0
 0.9338564247777535,2.5880360408836554,0.6662162355245164,3.2199771276518816,0.9338564247777535,1.0,0.07958770783580635,0.0,4.283274491540397,0.0
 0.9499403068723155,2.6031604718254076,0.6670853566770483,3.288868809552462,0.9499403068723155,1.0,0.07744928566827723,0.0,4.239146244095207,0.0
 0.9658417884568542,2.6183662328567494,0.6679771013736807,3.3562775154871085,0.9658417884568542,1.0,0.07537912210598051,0.0,4.194133295564396,0.0
